crse_id,"subject","catalog_nbr","course_title_long","descrlong",units_minimum,units_maximum,crse_offer_nbr,term
607,"CST"," 650","E-Commerce: Business Models","",4,4,1,2164
499,"CST"," 308","Management & Design","Focuses on the design process and management tools to facilitate the creation of multimedia and Web-based video communications projects. Students demonstrate proficiency in project management and project design using formal and informal design processes. Covers multimedia production, project management, budgets, and legal and contractual issues. (Offered every semester.)

(Prereq: CST 201)",4,4,1,2164
245,"BUS"," 469","Database Management","Explores relational database design & implementation using database tools. Discusses data management concepts & terminology currently in practice, fundamentals of relational database management, data sharing, retrieval, data dictionaries, & queries using SQL. Students apply database software to create & query databases to solve real-world problems. Covers ethical issues such as DB security and privacy. (In-class, hybrid, or online format). 

[Prereq: (BUS 308) and (Junior or Senior Standing)]",4,4,1,2164
4563,"CHHS"," 204","Economics and Society","This is an introductory course in applied microeconomics that exposes students to current social and public policy events through an economics perspective. The course introduces the basic principles of microeconomic analysis and applies them to explain how economists study important social issues such as discrimination, health-care, labor, housing, and land.",4,4,1,2164
3549,"CART"," 322","Performance and Technology","Study of select history, theory, and practice of live performance integrating technology. Explores production techniques for incorporating prerecorded and live-feed video in live performance. Explores applications such as real-time video manipulation.

(Prereq: CART 200 or CART 237)",4,4,1,2164
2840,"SBS"," 370","App/Research/Writing/Soc/Sci","Prepares students to apply social science theories and research methods to the writing and presentation of research papers in the social sciences. Students prepare written projects for presentation in an undergraduate research conference and/or for publication in an undergraduate research journal. Formerly known as SBSC 370.",4,4,1,2164
2767,"SBS"," 100","Human Biocultural Evolution","Students are introduced to science as a method of studying and understanding human biology from an evolutionary perspective. Examines the foundations of life and evolutionary theory and the principles of genetics, human adaptation, and primate behavior. Explores the fossil record of human biocultural evolution over the last sixty million years. Students will also consider the anthropological understanding of the concept of human \"races\" today.",4,4,1,2164
2036,"KIN"," 374","Phys Ed for Elem Sch Child","Focuses on the neurological foundations of movement for children preschool to eighth grade from a growth and development perspective. Emphasis is placed on physical activity and programmatic organization in the gymnasium and on the playground as it relates to problem solving and academic success; multicultural approaches to movement, moral development, and self image; and movement exploration, body and spatial awareness, and other non-locomotor skills. (Offered every semester and online spring of even years).

(Coreq: KIN 374L)",2,4,1,2164
1392,"HCOM"," 304","Relational Ethics","Students survey ethical decision-making processes through various relational philosophical frameworks. They also investigate, evaluate, and apply relational communication guidelines to the ethical dilemmas examined in interpersonal, small group, intercultural, and organizational situations.

[Prereq: (Junior or Senior Standing) and (GE Areas A1 and A2 and A3)]",4,4,1,2164
1967,"KIN"," 111","Swimming for Fitness","Students engage in swimming and learn about the use of swimming as a means of improving aerobic fitness.  Also targets improvements in stroke efficiency. Credit/no credit.",1,1,1,2164
2182,"MAE"," 631","Applied Linguistics & Language Acquisition","Applied Linguistics & Language Acquisition: Focuses on examining the nature and structure of languages, with an emphasis on mainstream American English. Participants survey recent theories and research on first language acquisition and bilingualism, especially in relation to the process of second language learning, in a social context. Students also examine how second language acquisition theories are applied in K-12 classrooms, through observing and practicing lessons in ELD and ESL settings. Contributes toward English Learner Authorization certification. (Offered fall or spring semester as needed.)",3,3,1,2164
5364,"BIO"," 362","Field Ornithology","Field Ornithology introduces students to bird identification and field research techniques, and exposes them to broad concepts in avian biology. Lecture components of the course will cover avian diversity, evolutionary history, physiology, behavior, and ecology. Field and laboratory components of the course will train students in the practical application of standardized field methods, including census techniques, behavioral observations, and habitat measurements.

[Prereq: (BIO 211 and BIO 211L) or BIO 230]",4,4,1,2164
5361,"BIO"," 292","Professional Development for Biologists","This course is intended for students who will seek or are participating in undergraduate biology internships. Students will explore opportunities for career development, create standard documents for applying to professional experiences, and develop their professional communication and networking skills. Students will also be introduced to campus services that support career  development, including the Science Internship Program and the Career Development Center. (Letter Grade Available)",1,1,1,2164
